Gamma	GammaRot	J	Ka	Kc	GammaVib	v1	v2	v3	v4	v5	v6	Tag	Obs	Uncertainty	Source
3	3	27	3	25	1	0	0	0	2	0	0	27-3-25-0-0-0-2-0-0	2619.15801	0.0028	05LoUlBe
3	3	27	7	21	1	0	1	0	0	0	0	27-7-21-0-1-0-0-0-0	2620.341288794	0.000972395	Marvel
4	4	27	7	20	1	0	1	0	0	0	0	27-7-20-0-1-0-0-0-0	2620.368507217	0.000971394	Marvel
1	1	27	4	24	1	0	0	0	2	0	0	27-4-24-0-0-0-2-0-0	2650.02398	0.0028	05LoUlBe
1	1	27	8	20	1	0	1	0	0	0	0	27-8-20-0-1-0-0-0-0	2675.206526247	0.020434105	Marvel
2	2	27	8	19	1	0	1	0	0	0	0	27-8-19-0-1-0-0-0-0	2675.208243197	0.020120752	Marvel
2	1	27	4	24	2	0	0	0	1	0	1	27-4-24-0-0-0-1-0-1	2720.71091	0.0028	05LoUlBe
3	3	27	9	19	1	0	1	0	0	0	0	27-9-19-0-1-0-0-0-0	2737.753671758	0.000973429	Marvel
4	4	27	9	18	1	0	1	0	0	0	0	27-9-18-0-1-0-0-0-0	2737.753741823	0.000973396	Marvel
1	1	27	10	18	1	0	1	0	0	0	0	27-10-18-0-1-0-0-0-0	2807.860914254	0.001168105	Marvel
2	2	27	10	17	1	0	1	0	0	0	0	27-10-17-0-1-0-0-0-0	2807.860934156	0.001001105	Marvel
3	3	27	5	23	1	0	0	0	0	0	2	27-5-23-0-0-0-0-0-2	2819.97252	0.0028	05LoUlBe
2	2	27	2	25	1	1	0	0	0	0	0	27-2-25-1-0-0-0-0-0	2826.56347	0.0028	05LoUlBe
2	3	27	1	27	4	0	0	0	0	1	0	27-1-27-0-0-0-0-1-0	2841.88913	0.0028	05LoUlBe
3	2	27	0	27	4	0	0	0	0	1	0	27-0-27-0-0-0-0-1-0	2841.92327	0.0028	05LoUlBe
1	1	27	4	24	1	1	0	0	0	0	0	27-4-24-1-0-0-0-0-0	2855.43583	0.0028	05LoUlBe
2	4	27	5	22	3	0	0	1	1	0	0	27-5-22-0-0-1-1-0-0	2881.84851	0.0028	05LoUlBe
3	3	27	11	17	1	0	1	0	0	0	0	27-11-17-0-1-0-0-0-0	2885.351530112	0.020706082	Marvel
4	4	27	11	16	1	0	1	0	0	0	0	27-11-16-0-1-0-0-0-0	2885.351653636	0.020571394	Marvel
2	1	27	8	20	2	0	0	0	1	0	1	27-8-20-0-0-0-1-0-1	2891.01724	0.0028	05LoUlBe
3	2	27	2	25	4	0	0	0	0	1	0	27-2-25-0-0-0-0-1-0	2925.94306	0.0028	05LoUlBe
2	3	27	3	25	4	0	0	0	0	1	0	27-3-25-0-0-0-0-1-0	2928.97646	0.0028	05LoUlBe
1	1	27	6	22	1	1	0	0	0	0	0	27-6-22-1-0-0-0-0-0	2931.90506	0.0028	05LoUlBe
2	2	27	12	15	1	0	1	0	0	0	0	27-12-15-0-1-0-0-0-0	2970.214958748	0.001003106	Marvel
1	1	27	12	16	1	0	1	0	0	0	0	27-12-16-0-1-0-0-0-0	2970.214965375	0.000990075	Marvel
1	4	27	5	22	4	0	0	0	0	1	0	27-5-22-0-0-0-0-1-0	3000.16154	0.0028	05LoUlBe
1	1	27	8	20	1	1	0	0	0	0	0	27-8-20-1-0-0-0-0-0	3033.69397	0.0028	05LoUlBe
2	2	27	8	19	1	1	0	0	0	0	0	27-8-19-1-0-0-0-0-0	3033.69397	0.0028	05LoUlBe
4	4	27	13	14	1	0	1	0	0	0	0	27-13-14-0-1-0-0-0-0	3062.368790299	0.001105082	Marvel
3	3	27	13	15	1	0	1	0	0	0	0	27-13-15-0-1-0-0-0-0	3062.368795512	0.001138394	Marvel
2	2	27	6	21	1	0	0	2	0	0	0	27-6-21-0-0-2-0-0-0	3080.8225	0.0028	05LoUlBe
1	1	27	14	14	1	0	1	0	0	0	0	27-14-14-0-1-0-0-0-0	3161.75371535	0.02072176	Marvel
2	2	27	14	13	1	0	1	0	0	0	0	27-14-13-0-1-0-0-0-0	3161.753813434	0.020722761	Marvel
1	1	27	10	18	1	1	0	0	0	0	0	27-10-18-1-0-0-0-0-0	3165.67814	0.0028	05LoUlBe
2	2	27	10	17	1	1	0	0	0	0	0	27-10-17-1-0-0-0-0-0	3165.67814	0.0028	05LoUlBe
1	1	27	8	20	1	0	0	2	0	0	0	27-8-20-0-0-2-0-0-0	3190.25755	0.0028	05LoUlBe
2	2	27	8	19	1	0	0	2	0	0	0	27-8-19-0-0-2-0-0-0	3190.25755	0.0028	05LoUlBe
2	3	27	9	19	4	0	0	0	0	1	0	27-9-19-0-0-0-0-1-0	3212.274	0.0028	05LoUlBe
4	1	27	10	18	4	0	0	0	0	1	0	27-10-18-0-0-0-0-1-0	3212.274	0.0028	05LoUlBe
3	3	27	15	13	1	0	1	0	0	0	0	27-15-13-0-1-0-0-0-0	3268.313859392	0.001272082	Marvel
4	4	27	15	12	1	0	1	0	0	0	0	27-15-12-0-1-0-0-0-0	3268.313914455	0.001271081	Marvel
2	3	27	11	17	4	0	0	0	0	1	0	27-11-17-0-0-0-0-1-0	3361.50255	0.0028	05LoUlBe
1	4	27	11	16	4	0	0	0	0	1	0	27-11-16-0-0-0-0-1-0	3361.50255	0.0028	05LoUlBe
1	1	28	0	28	1	0	0	0	0	0	0	28-0-28-0-0-0-0-0-0	732.719745622	0.000104412	Marvel
4	4	28	1	28	1	0	0	0	0	0	0	28-1-28-0-0-0-0-0-0	732.720617873	0.000375451	Marvel
3	3	28	1	27	1	0	0	0	0	0	0	28-1-27-0-0-0-0-0-0	778.588876878	0.000376452	Marvel
2	2	28	2	27	1	0	0	0	0	0	0	28-2-27-0-0-0-0-0-0	778.627975569	0.000105413	Marvel
1	1	28	2	26	1	0	0	0	0	0	0	28-2-26-0-0-0-0-0-0	819.035791521	0.000106413	Marvel
4	4	28	3	26	1	0	0	0	0	0	0	28-3-26-0-0-0-0-0-0	819.720819314	0.000539116	Marvel
3	3	28	3	25	1	0	0	0	0	0	0	28-3-25-0-0-0-0-0-0	851.009907374	0.000538115	Marvel
2	2	28	4	25	1	0	0	0	0	0	0	28-4-25-0-0-0-0-0-0	856.510297476	0.000107414	Marvel
1	1	28	4	24	1	0	0	0	0	0	0	28-4-24-0-0-0-0-0-0	873.39756237	0.000268076	Marvel
4	4	28	5	24	1	0	0	0	0	0	0	28-5-24-0-0-0-0-0-0	892.223746374	0.000539116	Marvel
3	3	28	5	23	1	0	0	0	0	0	0	28-5-23-0-0-0-0-0-0	897.072390274	0.000538115	Marvel
2	2	28	6	23	1	0	0	0	0	0	0	28-6-23-0-0-0-0-0-0	931.84498355	0.000271416	Marvel
1	1	28	6	22	1	0	0	0	0	0	0	28-6-22-0-0-0-0-0-0	932.495814551	0.000268076	Marvel
4	4	28	7	22	1	0	0	0	0	0	0	28-7-22-0-0-0-0-0-0	978.581522756	0.000606709	Marvel
3	3	28	7	21	1	0	0	0	0	0	0	28-7-21-0-0-0-0-0-0	978.632856903	0.000605708	Marvel
2	2	28	8	21	1	0	0	0	0	0	0	28-8-21-0-0-0-0-0-0	1033.157700461	0.00027775	Marvel
1	1	28	8	20	1	0	0	0	0	0	0	28-8-20-0-0-0-0-0-0	1033.160499262	0.000284417	Marvel
4	4	28	9	20	1	0	0	0	0	0	0	28-9-20-0-0-0-0-0-0	1095.449240756	0.000738394	Marvel
3	3	28	9	19	1	0	0	0	0	0	0	28-9-19-0-0-0-0-0-0	1095.44944137	0.000739395	Marvel
2	2	28	10	19	1	0	0	0	0	0	0	28-10-19-0-0-0-0-0-0	1165.290382259	0.000768105	Marvel
1	1	28	10	18	1	0	0	0	0	0	0	28-10-18-0-0-0-0-0-0	1165.290514345	0.000936076	Marvel
4	4	28	11	18	1	0	0	0	0	0	0	28-11-18-0-0-0-0-0-0	1242.566625887	0.000740396	Marvel
3	3	28	11	17	1	0	0	0	0	0	0	28-11-17-0-0-0-0-0-0	1242.566777853	0.000740429	Marvel
2	2	28	12	17	1	0	0	0	0	0	0	28-12-17-0-0-0-0-0-0	1327.194798445	0.000770106	Marvel
1	1	28	12	16	1	0	0	0	0	0	0	28-12-16-0-0-0-0-0-0	1327.194905384	0.000757075	Marvel
4	4	28	13	16	1	0	0	0	0	0	0	28-13-16-0-0-0-0-0-0	1419.106795405	0.000874083	Marvel
3	3	28	13	15	1	0	0	0	0	0	0	28-13-15-0-0-0-0-0-0	1419.106958063	0.000771707	Marvel
2	2	28	14	15	1	0	0	0	0	0	0	28-14-15-0-0-0-0-0-0	1518.242981932	0.000770106	Marvel
1	1	28	14	14	1	0	0	0	0	0	0	28-14-14-0-0-0-0-0-0	1518.243110057	0.000757075	Marvel
4	4	28	15	14	1	0	0	0	0	0	0	28-15-14-0-0-0-0-0-0	1624.546712608	0.001040082	Marvel
3	3	28	15	13	1	0	0	0	0	0	0	28-15-13-0-0-0-0-0-0	1624.546854327	0.000905394	Marvel
2	2	28	16	13	1	0	0	0	0	0	0	28-16-13-0-0-0-0-0-0	1737.963041741	0.000889761	Marvel
1	1	28	16	12	1	0	0	0	0	0	0	28-16-12-0-0-0-0-0-0	1737.963125728	0.000890762	Marvel
4	4	28	17	12	1	0	0	0	0	0	0	28-17-12-0-0-0-0-0-0	1858.41088997	0.000525128	Marvel
3	3	28	17	11	1	0	0	0	0	0	0	28-17-11-0-0-0-0-0-0	1858.410889979	0.000525134	Marvel
1	1	28	18	10	1	0	0	0	0	0	0	28-18-10-0-0-0-0-0-0	1985.8882505	0.000365726	Marvel
2	2	28	18	11	1	0	0	0	0	0	0	28-18-11-0-0-0-0-0-0	1985.888250501	0.000365725	Marvel
1	1	28	0	28	1	0	1	0	0	0	0	28-0-28-0-1-0-0-0-0	2429.280147349	0.010271412	Marvel
4	4	28	1	28	1	0	1	0	0	0	0	28-1-28-0-1-0-0-0-0	2429.281094547	0.010544453	Marvel
3	3	28	1	27	1	0	1	0	0	0	0	28-1-27-0-1-0-0-0-0	2475.052311616	0.005371115	Marvel
2	2	28	2	27	1	0	1	0	0	0	0	28-2-27-0-1-0-0-0-0	2475.093026971	0.000506413	Marvel
1	1	28	2	26	1	0	1	0	0	0	0	28-2-26-0-1-0-0-0-0	2515.375133457	0.000261076	Marvel
4	4	28	3	26	1	0	1	0	0	0	0	28-3-26-0-1-0-0-0-0	2516.083592977	0.000938115	Marvel
3	3	28	3	25	1	0	1	0	0	0	0	28-3-25-0-1-0-0-0-0	2547.161695928	0.000598708	Marvel
2	2	28	4	25	1	0	1	0	0	0	0	28-4-25-0-1-0-0-0-0	2552.793044625	0.010134083	Marvel
1	1	28	4	24	1	0	1	0	0	0	0	28-4-24-0-1-0-0-0-0	2569.43515901	0.020273413	Marvel
4	4	28	5	24	1	0	1	0	0	0	0	28-5-24-0-1-0-0-0-0	2588.498924402	0.100439709	Marvel
3	3	28	5	23	1	0	1	0	0	0	0	28-5-23-0-1-0-0-0-0	2593.216834759	0.100537114	Marvel
1	1	28	0	28	1	0	0	0	2	0	0	28-0-28-0-0-0-2-0-0	2600.16932	0.0028	05LoUlBe
4	4	28	1	28	1	0	0	0	2	0	0	28-1-28-0-0-0-2-0-0	2600.16932	0.0028	05LoUlBe
2	2	28	6	23	1	0	1	0	0	0	0	28-6-23-0-1-0-0-0-0	2628.191133318	0.020274414	Marvel
1	1	28	6	22	1	0	1	0	0	0	0	28-6-22-0-1-0-0-0-0	2628.81665168	0.000671416	Marvel
3	3	28	1	27	1	0	0	0	2	0	0	28-1-27-0-0-0-2-0-0	2636.85746	0.0028	05LoUlBe
2	2	28	2	27	1	0	0	0	2	0	0	28-2-27-0-0-0-2-0-0	2636.88281	0.0028	05LoUlBe
4	4	28	3	26	1	0	0	0	2	0	0	28-3-26-0-0-0-2-0-0	2671.49618	0.0028	05LoUlBe
4	4	28	7	22	1	0	1	0	0	0	0	28-7-22-0-1-0-0-0-0	2675.037998463	0.050571394	Marvel
3	3	28	7	21	1	0	1	0	0	0	0	28-7-21-0-1-0-0-0-0	2675.08574457	0.001006709	Marvel
2	2	28	4	25	1	0	0	0	2	0	0	28-4-25-0-0-0-2-0-0	2703.7229	0.0028	05LoUlBe
2	2	28	8	21	1	0	1	0	0	0	0	28-8-21-0-1-0-0-0-0	2729.736192252	0.000684417	Marvel
1	1	28	8	20	1	0	1	0	0	0	0	28-8-20-0-1-0-0-0-0	2729.737908743	0.00067775	Marvel
3	3	28	9	19	1	0	1	0	0	0	0	28-9-19-0-1-0-0-0-0	2792.156797311	0.001138394	Marvel
4	4	28	9	20	1	0	1	0	0	0	0	28-9-20-0-1-0-0-0-0	2792.157170066	0.001139395	Marvel
2	2	28	10	19	1	0	1	0	0	0	0	28-10-19-0-1-0-0-0-0	2862.1746731	0.040772416	Marvel
1	1	28	10	18	1	0	1	0	0	0	0	28-10-18-0-1-0-0-0-0	2862.174819349	0.040769076	Marvel
1	1	28	2	26	1	1	0	0	0	0	0	28-2-26-1-0-0-0-0-0	2878.92227	0.0028	05LoUlBe
4	1	28	0	28	4	0	0	0	0	1	0	28-0-28-0-0-0-0-1-0	2891.32495	0.0028	05LoUlBe
1	4	28	1	28	4	0	0	0	0	1	0	28-1-28-0-0-0-0-1-0	2891.34087	0.0028	05LoUlBe
2	2	28	4	25	1	1	0	0	0	0	0	28-4-25-1-0-0-0-0-0	2909.95512	0.0028	05LoUlBe
2	3	28	1	27	4	0	0	0	0	1	0	28-1-27-0-0-0-0-1-0	2937.70271	0.0028	05LoUlBe
4	4	28	11	18	1	0	1	0	0	0	0	28-11-18-0-1-0-0-0-0	2939.578863038	0.001140429	Marvel
3	3	28	11	17	1	0	1	0	0	0	0	28-11-17-0-1-0-0-0-0	2939.578892169	0.001140396	Marvel
4	1	28	2	26	4	0	0	0	0	1	0	28-2-26-0-0-0-0-1-0	2979.36521	0.0028	05LoUlBe
1	4	28	3	26	4	0	0	0	0	1	0	28-3-26-0-0-0-0-1-0	2980.65572	0.0028	05LoUlBe
2	2	28	6	23	1	1	0	0	0	0	0	28-6-23-1-0-0-0-0-0	2986.96566	0.0028	05LoUlBe
2	2	28	12	17	1	0	1	0	0	0	0	28-12-17-0-1-0-0-0-0	3024.372975325	0.001157075	Marvel
1	1	28	12	16	1	0	1	0	0	0	0	28-12-16-0-1-0-0-0-0	3024.373015763	0.001170106	Marvel
2	3	28	5	23	4	0	0	0	0	1	0	28-5-23-0-0-0-0-1-0	3056.4451	0.0028	05LoUlBe
4	1	28	6	22	4	0	0	0	0	1	0	28-6-22-0-0-0-0-1-0	3090.59596	0.0028	05LoUlBe
3	3	28	13	15	1	0	1	0	0	0	0	28-13-15-0-1-0-0-0-0	3116.463407676	0.001274083	Marvel
4	4	28	13	16	1	0	1	0	0	0	0	28-13-16-0-1-0-0-0-0	3116.463448777	0.001171707	Marvel
2	2	28	14	15	1	0	1	0	0	0	0	28-14-15-0-1-0-0-0-0	3215.789142822	0.020722761	Marvel
1	1	28	14	14	1	0	1	0	0	0	0	28-14-14-0-1-0-0-0-0	3215.789232719	0.020723762	Marvel
2	2	28	8	21	1	0	0	2	0	0	0	28-8-21-0-0-2-0-0-0	3245.35907	0.0028	05LoUlBe
1	1	28	8	20	1	0	0	2	0	0	0	28-8-20-0-0-2-0-0-0	3245.35907	0.0028	05LoUlBe
4	4	28	15	14	1	0	1	0	0	0	0	28-15-14-0-1-0-0-0-0	3322.292345852	0.001441083	Marvel
3	3	28	15	13	1	0	1	0	0	0	0	28-15-13-0-1-0-0-0-0	3322.292443574	0.001272082	Marvel
1	4	28	11	18	4	0	0	0	0	1	0	28-11-18-0-0-0-0-1-0	3417.10836	0.0028	05LoUlBe
2	3	28	11	17	4	0	0	0	0	1	0	28-11-17-0-0-0-0-1-0	3417.10836	0.0028	05LoUlBe
2	2	29	0	29	1	0	0	0	0	0	0	29-0-29-0-0-0-0-0-0	784.165085366	0.000271412	Marvel
3	3	29	1	29	1	0	0	0	0	0	0	29-1-29-0-0-0-0-0-0	784.165652724	0.000544453	Marvel
4	4	29	1	28	1	0	0	0	0	0	0	29-1-28-0-0-0-0-0-0	831.810504724	0.000543452	Marvel
1	1	29	2	28	1	0	0	0	0	0	0	29-2-28-0-0-0-0-0-0	831.837558367	0.000270743	Marvel
2	2	29	2	27	1	0	0	0	0	0	0	29-2-27-0-0-0-0-0-0	874.167624369	0.000269742	Marvel
3	3	29	3	27	1	0	0	0	0	0	0	29-3-27-0-0-0-0-0-0	874.670111721	0.000542451	Marvel
4	4	29	3	26	1	0	0	0	0	0	0	29-3-26-0-0-0-0-0-0	908.498219249	0.000539781	Marvel
1	1	29	4	26	1	0	0	0	0	0	0	29-4-26-0-0-0-0-0-0	912.931968156	0.000272413	Marvel
2	2	29	4	25	1	0	0	0	0	0	0	29-4-25-0-0-0-0-0-0	932.533712134	0.000273413	Marvel
3	3	29	5	25	1	0	0	0	0	0	0	29-5-25-0-0-0-0-0-0	949.427537245	0.000540781	Marvel
4	4	29	5	24	1	0	0	0	0	0	0	29-5-24-0-0-0-0-0-0	955.752612245	0.000542447	Marvel
1	1	29	6	24	1	0	0	0	0	0	0	29-6-24-0-0-0-0-0-0	989.127173451	0.000274414	Marvel
2	2	29	6	23	1	0	0	0	0	0	0	29-6-23-0-0-0-0-0-0	990.081795624	0.000273413	Marvel
3	3	29	7	23	1	0	0	0	0	0	0	29-7-23-0-0-0-0-0-0	1035.670620567	0.000706116	Marvel
4	4	29	7	22	1	0	0	0	0	0	0	29-7-22-0-0-0-0-0-0	1035.752864312	0.000705115	Marvel
1	1	29	8	22	1	0	0	0	0	0	0	29-8-22-0-0-0-0-0-0	1090.061069797	0.000438416	Marvel
2	2	29	8	21	1	0	0	0	0	0	0	29-8-21-0-0-0-0-0-0	1090.065918188	0.000435076	Marvel
3	3	29	9	21	1	0	0	0	0	0	0	29-9-21-0-0-0-0-0-0	1152.214311731	0.000773709	Marvel
4	4	29	9	20	1	0	0	0	0	0	0	29-9-20-0-0-0-0-0-0	1152.214581877	0.000772708	Marvel
1	1	29	10	20	1	0	0	0	0	0	0	29-10-20-0-0-0-0-0-0	1221.949477025	0.000772416	Marvel
2	2	29	10	19	1	0	0	0	0	0	0	29-10-19-0-0-0-0-0-0	1221.949581059	0.000769076	Marvel
3	3	29	11	19	1	0	0	0	0	0	0	29-11-19-0-0-0-0-0-0	1299.139490726	0.000905394	Marvel
4	4	29	11	18	1	0	0	0	0	0	0	29-11-18-0-0-0-0-0-0	1299.139700872	0.000906395	Marvel
1	1	29	12	18	1	0	0	0	0	0	0	29-12-18-0-0-0-0-0-0	1383.693714204	0.000935105	Marvel
2	2	29	12	17	1	0	0	0	0	0	0	29-12-17-0-0-0-0-0-0	1383.693836495	0.000924075	Marvel
3	3	29	13	17	1	0	0	0	0	0	0	29-13-17-0-0-0-0-0-0	1475.539562742	0.000907396	Marvel
4	4	29	13	16	1	0	0	0	0	0	0	29-13-16-0-0-0-0-0-0	1475.539690104	0.000907429	Marvel
1	1	29	14	16	1	0	0	0	0	0	0	29-14-16-0-0-0-0-0-0	1574.614395222	0.000937106	Marvel
2	2	29	14	15	1	0	0	0	0	0	0	29-14-15-0-0-0-0-0-0	1574.614509223	0.000924075	Marvel
3	3	29	15	15	1	0	0	0	0	0	0	29-15-15-0-0-0-0-0-0	1680.859665852	0.001041083	Marvel
4	4	29	15	14	1	0	0	0	0	0	0	29-15-14-0-0-0-0-0-0	1680.859828296	0.000938707	Marvel
1	1	29	16	14	1	0	0	0	0	0	0	29-16-14-0-0-0-0-0-0	1794.219221664	0.000937106	Marvel
2	2	29	16	13	1	0	0	0	0	0	0	29-16-13-0-0-0-0-0-0	1794.219331193	0.000924075	Marvel
3	3	29	17	13	1	0	0	0	0	0	0	29-17-13-0-0-0-0-0-0	1914.61097497	0.000692128	Marvel
4	4	29	17	12	1	0	0	0	0	0	0	29-17-12-0-0-0-0-0-0	1914.610974979	0.000692134	Marvel
2	2	29	18	11	1	0	0	0	0	0	0	29-18-11-0-0-0-0-0-0	2042.032095	0.000532726	Marvel
1	1	29	18	12	1	0	0	0	0	0	0	29-18-12-0-0-0-0-0-0	2042.032095001	0.000532725	Marvel
2	2	29	0	29	1	0	1	0	0	0	0	29-0-29-0-1-0-0-0-0	2480.3658759	0.005104412	Marvel
3	3	29	1	29	1	0	1	0	0	0	0	29-1-29-0-1-0-0-0-0	2480.366498093	0.005375451	Marvel
4	4	29	1	28	1	0	1	0	0	0	0	29-1-28-0-1-0-0-0-0	2527.911709473	0.010376452	Marvel
1	1	29	2	28	1	0	1	0	0	0	0	29-2-28-0-1-0-0-0-0	2527.94014623	0.000669742	Marvel
2	2	29	2	27	1	0	1	0	0	0	0	29-2-27-0-1-0-0-0-0	2570.144575779	0.010106413	Marvel
3	3	29	3	27	1	0	1	0	0	0	0	29-3-27-0-1-0-0-0-0	2570.665395728	0.000939781	Marvel
4	4	29	3	26	1	0	1	0	0	0	0	29-3-26-0-1-0-0-0-0	2604.286134445	0.010538115	Marvel
1	1	29	4	26	1	0	1	0	0	0	0	29-4-26-0-1-0-0-0-0	2608.836822028	0.000673413	Marvel
2	2	29	4	25	1	0	1	0	0	0	0	29-4-25-0-1-0-0-0-0	2628.174419555	0.000672413	Marvel
3	3	29	5	25	1	0	1	0	0	0	0	29-5-25-0-1-0-0-0-0	2645.310761731	0.000942447	Marvel
4	4	29	5	24	1	0	1	0	0	0	0	29-5-24-0-1-0-0-0-0	2651.474185642	0.000698115	Marvel
2	2	29	0	29	1	0	0	0	2	0	0	29-0-29-0-0-0-2-0-0	2651.70622	0.0028	05LoUlBe
3	3	29	1	29	1	0	0	0	2	0	0	29-1-29-0-0-0-2-0-0	2651.70622	0.0028	05LoUlBe
1	1	29	6	24	1	0	1	0	0	0	0	29-6-24-0-1-0-0-0-0	2685.072871463	0.000673413	Marvel
2	2	29	6	23	1	0	1	0	0	0	0	29-6-23-0-1-0-0-0-0	2685.99147622	0.000674414	Marvel
4	4	29	1	28	1	0	0	0	2	0	0	29-1-28-0-0-0-2-0-0	2689.52113	0.0028	05LoUlBe
1	1	29	2	28	1	0	0	0	2	0	0	29-2-28-0-0-0-2-0-0	2689.54023	0.0028	05LoUlBe
3	3	29	7	23	1	0	1	0	0	0	0	29-7-23-0-1-0-0-0-0	2731.72568484	0.010707781	Marvel
4	4	29	7	22	1	0	1	0	0	0	0	29-7-22-0-1-0-0-0-0	2731.803199346	0.010706781	Marvel
1	1	29	4	26	1	0	0	0	2	0	0	29-4-26-0-0-0-2-0-0	2759.18977	0.0028	05LoUlBe
1	1	29	8	22	1	0	1	0	0	0	0	29-8-22-0-1-0-0-0-0	2786.240321039	0.00077775	Marvel
2	2	29	8	21	1	0	1	0	0	0	0	29-8-21-0-1-0-0-0-0	2786.243120677	0.000784417	Marvel
3	3	29	9	21	1	0	1	0	0	0	0	29-9-21-0-1-0-0-0-0	2848.522529964	0.001068394	Marvel
4	4	29	9	20	1	0	1	0	0	0	0	29-9-20-0-1-0-0-0-0	2848.522628854	0.004039395	Marvel
1	1	29	10	20	1	0	1	0	0	0	0	29-10-20-0-1-0-0-0-0	2918.443884151	0.001168105	Marvel
2	2	29	10	19	1	0	1	0	0	0	0	29-10-19-0-1-0-0-0-0	2918.443935341	0.001172416	Marvel
2	3	29	1	29	4	0	0	0	0	1	0	29-1-29-0-0-0-0-1-0	2942.53847	0.0028	05LoUlBe
3	2	29	0	29	4	0	0	0	0	1	0	29-0-29-0-0-0-0-1-0	2942.55713	0.0028	05LoUlBe
1	4	29	1	28	4	0	0	0	0	1	0	29-1-28-0-0-0-0-1-0	2990.75104	0.0028	05LoUlBe
3	3	29	11	19	1	0	1	0	0	0	0	29-11-19-0-1-0-0-0-0	2995.751428543	0.001306395	Marvel
4	4	29	11	18	1	0	1	0	0	0	0	29-11-18-0-1-0-0-0-0	2995.751810219	0.004905394	Marvel
2	1	29	8	22	2	0	0	0	1	0	1	29-8-22-0-0-0-1-0-1	3002.46014	0.0028	05LoUlBe
1	1	29	6	24	1	1	0	0	0	0	0	29-6-24-1-0-0-0-0-0	3044.12787	0.0028	05LoUlBe
4	4	29	7	22	1	1	0	0	0	0	0	29-7-22-1-0-0-0-0-0	3044.12787	0.0028	05LoUlBe
2	2	29	12	17	1	0	1	0	0	0	0	29-12-17-0-1-0-0-0-0	3080.470635805	0.001335105	Marvel
1	1	29	12	18	1	0	1	0	0	0	0	29-12-18-0-1-0-0-0-0	3080.470651406	0.001324075	Marvel
1	4	29	5	24	4	0	0	0	0	1	0	29-5-24-0-0-0-0-1-0	3114.87264	0.0028	05LoUlBe
3	3	29	13	17	1	0	1	0	0	0	0	29-13-17-0-1-0-0-0-0	3172.493108947	0.001307429	Marvel
4	4	29	13	16	1	0	1	0	0	0	0	29-13-16-0-1-0-0-0-0	3172.493160066	0.001307396	Marvel
1	1	29	14	16	1	0	1	0	0	0	0	29-14-16-0-1-0-0-0-0	3271.755802688	0.050770106	Marvel
2	2	29	14	15	1	0	1	0	0	0	0	29-14-15-0-1-0-0-0-0	3271.755928115	0.050757075	Marvel
1	1	29	8	22	1	0	0	2	0	0	0	29-8-22-0-0-2-0-0-0	3302.41555	0.0028	05LoUlBe
2	2	29	8	21	1	0	0	2	0	0	0	29-8-21-0-0-2-0-0-0	3302.41555	0.0028	05LoUlBe
3	3	29	15	15	1	0	1	0	0	0	0	29-15-15-0-1-0-0-0-0	3378.198378608	0.001440082	Marvel
4	4	29	15	14	1	0	1	0	0	0	0	29-15-14-0-1-0-0-0-0	3378.198520327	0.001305394	Marvel
1	1	30	0	30	1	0	0	0	0	0	0	30-0-30-0-0-0-0-0-0	837.346467575	0.000438412	Marvel
4	4	30	1	30	1	0	0	0	0	0	0	30-1-30-0-0-0-0-0-0	837.346838211	0.000711453	Marvel
3	3	30	1	29	1	0	0	0	0	0	0	30-1-29-0-0-0-0-0-0	886.764176177	0.000710452	Marvel
2	2	30	2	29	1	0	0	0	0	0	0	30-2-29-0-0-0-0-0-0	886.782819584	0.000437743	Marvel
1	1	30	2	28	1	0	0	0	0	0	0	30-2-28-0-0-0-0-0-0	931.001350581	0.000438743	Marvel
4	4	30	3	28	1	0	0	0	0	0	0	30-3-28-0-0-0-0-0-0	931.367121105	0.000709451	Marvel
3	3	30	3	27	1	0	0	0	0	0	0	30-3-27-0-0-0-0-0-0	967.647789261	0.000544112	Marvel
2	2	30	4	27	1	0	0	0	0	0	0	30-4-27-0-0-0-0-0-0	971.16708358	0.000437743	Marvel
1	1	30	4	26	1	0	0	0	0	0	0	30-4-26-0-0-0-0-0-0	993.597325415	0.000306726	Marvel
4	4	30	5	26	1	0	0	0	0	0	0	30-5-26-0-0-0-0-0-0	1008.558821375	0.000707781	Marvel
3	3	30	5	25	1	0	0	0	0	0	0	30-5-25-0-0-0-0-0-0	1016.630130427	0.000706781	Marvel
2	2	30	6	25	1	0	0	0	0	0	0	30-6-25-0-0-0-0-0-0	1048.410612824	0.000439413	Marvel
1	1	30	6	24	1	0	0	0	0	0	0	30-6-24-0-0-0-0-0-0	1049.783436848	0.000436742	Marvel
4	4	30	7	24	1	0	0	0	0	0	0	30-7-24-0-0-0-0-0-0	1094.766438534	0.000707781	Marvel
3	3	30	7	23	1	0	0	0	0	0	0	30-7-23-0-0-0-0-0-0	1094.895796668	0.000706781	Marvel
2	2	30	8	23	1	0	0	0	0	0	0	30-8-23-0-0-0-0-0-0	1148.955498782	0.000441414	Marvel
1	1	30	8	22	1	0	0	0	0	0	0	30-8-22-0-0-0-0-0-0	1148.963664073	0.000440413	Marvel
4	4	30	9	22	1	0	0	0	0	0	0	30-9-22-0-0-0-0-0-0	1210.956757651	0.000873116	Marvel
